id,customer_id,car_id,date_bid,bid_price,bid_status
92,100,31,2020-05-06 19:36:26.051732,213768000,Pending
93,86,13,2020-07-15 13:29:57.368472,94538000,Pending
94,29,10,2020-10-30 11:56:01.738107,84155000,Pending
95,42,16,2022-11-10 01:27:52.060446,65231000,Sent
96,61,29,2024-06-16 00:42:07.701895,79832000,Sent
97,14,35,2020-03-24 02:04:51.935612,163596000,Pending
98,42,22,2024-01-31 21:00:04.952465,157463000,Sent
99,44,29,2024-06-27 02:52:00.754217,78977000,Sent
100,60,30,2023-12-17 05:53:57.332178,130635000,Sent
101,80,21,2024-03-02 01:40:06.889997,170018000,Pending
102,26,11,2023-04-15 07:49:36.959309,91114000,Pending
103,70,44,2024-03-28 16:02:06.441684,145501000,Pending
104,73,29,2024-06-04 14:25:35.671502,92585000,Pending
105,37,15,2022-10-06 13:41:27.362315,97407000,Pending
106,9,15,2022-10-11 20:15:32.474407,87296000,Pending
107,55,12,2020-02-25 15:49:14.609818,103895000,Pending
108,6,45,2023-07-23 09:03:38.510682,367067000,Sent
109,51,49,2021-02-11 11:22:58.920553,71087000,Sent
110,33,40,2023-05-05 08:20:35.844636,332759000,Pending
111,80,33,2021-10-13 12:00:38.632468,175764000,Pending
112,77,50,2020-09-17 00:28:53.058166,119565000,Pending
113,71,37,2022-03-05 08:37:18.753208,285666000,Sent
114,85,37,2022-02-28 13:18:23.965877,266998000,Pending
115,51,45,2023-08-08 20:54:29.021801,371535000,Sent
116,55,46,2021-09-13 10:47:44.455065,96371000,Sent
117,87,23,2021-01-14 12:53:16.569722,154640000,Sent
118,93,42,2023-05-15 22:12:52.511644,138536000,Pending
119,32,36,2022-04-14 14:46:53.755955,322347000,Pending
120,48,23,2021-01-26 21:28:12.297129,173321000,Pending
121,56,41,2024-06-14 23:23:09.788214,327706000,Sent
122,84,26,2023-11-23 12:55:01.649878,142568000,Pending
123,70,41,2024-06-18 13:35:55.745982,247257000,Pending
124,1,6,2021-05-29 21:43:45.516951,105845000,Sent
125,71,46,2021-10-09 22:07:39.708962,103621000,Sent
126,6,30,2023-12-24 07:58:46.836137,127575000,Sent
127,7,28,2024-06-16 09:37:17.771238,126191000,Sent
128,58,48,2020-09-12 10:06:55.286763,124809000,Sent
129,99,46,2021-09-21 17:56:06.456277,89031000,Pending
130,71,2,2024-07-17 10:36:22.231195,153659000,Sent
131,84,8,2020-08-13 10:30:49.221222,96032000,Pending
132,34,29,2024-06-08 03:03:01.569844,70086000,Pending
133,80,10,2020-10-30 06:31:58.777333,108953000,Sent
134,86,24,2021-04-13 22:48:29.665043,121259000,Sent
135,39,41,2024-06-27 20:24:42.831633,331219000,Pending
136,52,49,2021-01-31 22:39:49.574111,73045000,Pending
137,100,10,2020-11-24 05:03:34.974492,100128000,Pending
138,14,19,2020-12-17 04:33:50.385938,91226000,Pending
139,19,5,2020-08-30 11:22:04.714701,94500000,Sent
140,26,18,2022-05-02 16:07:23.945455,86529000,Sent
141,19,18,2022-04-15 11:34:24.078916,89714000,Sent
142,71,44,2024-03-10 17:51:32.130475,159646000,Pending
143,97,6,2021-06-15 09:16:49.140756,92854000,Sent
144,3,39,2021-12-03 00:58:40.201138,203112000,Sent
145,31,2,2024-07-16 06:34:53.915087,197815000,Pending
146,92,50,2020-09-26 07:23:15.789616,134848000,Sent
147,52,46,2021-09-28 23:48:37.893992,91752000,Pending
148,73,50,2020-09-16 12:23:44.448245,121455000,Pending
149,82,26,2023-12-08 00:29:05.064221,158104000,Pending
150,58,17,2024-05-01 23:48:24.615352,109871000,Pending
151,94,37,2022-02-18 15:07:18.869421,299878000,Sent
152,82,36,2022-03-26 01:49:24.818935,356448000,Pending
153,34,23,2021-02-03 16:43:06.468922,172079000,Sent
154,1,49,2021-01-25 01:46:23.763543,82310000,Pending
155,55,50,2020-09-22 19:05:10.612776,139660000,Sent
156,66,6,2021-05-30 02:01:07.588355,93637000,Pending
157,41,21,2024-03-15 09:32:24.767435,140099000,Sent
158,2,16,2022-11-25 12:53:46.839987,70150000,Sent
159,69,7,2020-03-09 05:04:47.412617,68147000,Sent
160,78,32,2024-05-10 15:58:39.401863,193699000,Pending
161,8,47,2020-04-04 14:06:49.651798,131739000,Pending
162,49,46,2021-10-09 01:58:05.656637,101256000,Sent
163,23,15,2022-10-23 03:00:02.867530,93404000,Sent
164,45,14,2021-04-05 15:39:22.221399,98211000,Pending
165,83,10,2020-11-23 22:18:17.119708,105258000,Pending
166,66,46,2021-09-15 08:23:06.643275,117485000,Pending
167,37,10,2020-10-31 04:04:01.898951,98478000,Sent
168,78,24,2021-04-07 03:33:00.358086,116716000,Sent
169,96,44,2024-03-10 11:51:56.019211,133339000,Sent
170,8,31,2020-05-20 04:51:40.915330,172976000,Pending
171,63,6,2021-06-13 07:32:35.760997,86992000,Pending
172,74,30,2024-01-09 14:35:11.951860,124878000,Sent
173,14,26,2023-12-13 20:16:38.636398,120677000,Pending
174,94,36,2022-04-16 19:06:09.013293,391759000,Sent
175,53,19,2021-01-10 06:54:42.018389,93195000,Pending
176,71,38,2024-03-04 19:51:01.333406,88467000,Pending
177,80,41,2024-06-07 08:16:11.548122,287803000,Sent
178,24,9,2021-05-06 01:34:09.906917,119352000,Pending
179,90,24,2021-04-23 11:06:06.300894,140818000,Pending
180,95,37,2022-03-06 01:50:06.630620,253516000,Pending
181,87,12,2020-02-14 15:53:13.964171,129358000,Sent
182,70,9,2021-04-26 12:46:18.030442,130028000,Pending
183,58,18,2022-04-17 10:46:27.097642,88164000,Sent
184,3,36,2022-03-26 06:01:13.616182,306405000,Sent
185,4,27,2023-01-15 14:11:31.702081,187246000,Pending
186,71,31,2020-05-14 00:41:33.866356,212822000,Sent
187,52,30,2024-01-09 09:03:13.209394,140641000,Pending
188,26,37,2022-02-22 10:16:34.260610,294903000,Sent
189,52,50,2020-09-30 15:03:13.751561,147783000,Sent
190,1,16,2022-11-25 23:27:38.094819,76121000,Sent
191,71,2,2024-07-25 15:17:55.322324,152628000,Sent
192,93,22,2024-02-14 13:17:31.101508,201996000,Pending
193,72,50,2020-09-09 00:36:37.813291,145369000,Sent
194,76,2,2024-07-11 22:28:00.838839,168403000,Sent
195,36,10,2020-11-14 10:35:22.144992,94941000,Sent
196,51,8,2020-08-12 03:07:43.997808,90919000,Sent
197,96,46,2021-09-14 23:13:43.453951,97176000,Pending
198,80,2,2024-07-25 16:13:25.317488,163849000,Sent
199,5,9,2021-05-11 02:40:49.612185,124074000,Sent
200,8,1,2021-11-17 09:09:56.333856,138305000,Sent
201,65,42,2023-04-28 06:28:25.664963,131034000,Pending
202,80,41,2024-06-18 03:29:05.928617,274914000,Pending
203,93,50,2020-09-10 14:41:04.711014,156980000,Pending
204,74,10,2020-11-20 15:07:14.627804,109135000,Sent
205,35,34,2021-12-28 00:07:50.408766,162379000,Sent
206,5,30,2024-01-04 01:26:58.921835,150586000,Pending
207,76,42,2023-05-02 19:46:50.731776,140113000,Pending
208,90,42,2023-05-10 14:20:13.962216,147860000,Pending
209,94,33,2021-10-16 15:32:51.557765,190609000,Pending
210,99,4,2022-07-17 15:37:24.192521,160301000,Sent
211,33,27,2023-01-13 13:33:54.784766,176030000,Pending
212,93,35,2020-03-20 21:06:17.229101,162437000,Pending
213,16,28,2024-06-21 04:17:44.143183,116073000,Pending
214,61,7,2020-03-04 11:48:36.532426,70542000,Pending
215,55,9,2021-04-30 18:15:03.537096,140257000,Sent
216,47,7,2020-02-23 06:24:56.365298,88253000,Sent
217,13,17,2024-05-14 22:00:21.771725,89925000,Sent
218,25,9,2021-04-27 13:13:02.403748,109534000,Pending
219,24,22,2024-02-14 04:56:21.970057,201900000,Pending
220,56,26,2023-12-10 02:06:55.535421,137449000,Sent
221,41,14,2021-03-24 04:14:53.497495,92839000,Sent
222,64,50,2020-09-13 07:58:16.843345,158015000,Sent
223,81,21,2024-02-21 00:46:47.542870,147019000,Pending
224,21,10,2020-11-04 22:43:53.595806,100627000,Pending
225,26,13,2020-07-15 16:37:58.209530,82662000,Pending
226,56,6,2021-06-13 19:57:06.876949,83653000,Pending
227,1,32,2024-05-02 02:18:11.532976,233082000,Pending
228,85,49,2021-02-02 09:35:31.238063,74263000,Pending
229,88,38,2024-02-27 12:49:11.558265,106702000,Sent
230,94,6,2021-06-08 11:56:21.335426,94714000,Pending
231,36,16,2022-11-14 07:09:07.587932,76731000,Sent
232,72,12,2020-02-24 15:11:40.060756,116970000,Pending
233,26,26,2023-12-09 09:14:06.323165,153513000,Pending
234,74,40,2023-05-10 11:44:45.964328,291666000,Pending
235,1,5,2020-09-11 05:37:58.900680,100982000,Sent
236,16,46,2021-09-14 04:12:54.973121,112222000,Pending
237,82,16,2022-11-20 02:13:45.833771,59962000,Pending
238,16,9,2021-05-19 02:24:25.067227,145610000,Sent
239,42,33,2021-11-01 08:36:32.006641,170541000,Sent
240,32,12,2020-02-25 02:30:29.119906,108970000,Pending
241,30,23,2021-02-03 16:30:39.286421,155040000,Pending
242,24,7,2020-03-11 08:35:07.406760,77845000,Sent
243,8,33,2021-10-17 01:58:32.699400,204884000,Pending
244,53,49,2021-02-02 14:40:11.684010,72887000,Sent
245,68,45,2023-07-21 11:57:27.603771,373599000,Pending
246,92,18,2022-05-08 00:01:01.323667,67870000,Pending
247,18,37,2022-02-15 06:57:42.764755,244493000,Pending
248,37,14,2021-03-27 06:40:02.651413,87341000,Sent
249,85,41,2024-06-13 22:55:16.873433,290420000,Pending
250,77,24,2021-04-15 13:08:11.297386,125490000,Sent
251,94,10,2020-11-09 12:29:16.835652,106843000,Sent
252,23,37,2022-02-28 05:40:21.630287,305918000,Pending
253,78,32,2024-05-12 05:42:59.851501,220473000,Pending
254,55,13,2020-06-21 13:28:10.690395,93167000,Sent
255,89,17,2024-04-23 15:02:07.206112,100662000,Sent
256,11,19,2020-12-16 10:58:03.800162,100834000,Pending
257,58,15,2022-10-21 13:41:27.011598,77169000,Pending
258,8,36,2022-04-20 05:34:59.085644,370174000,Pending
259,17,42,2023-05-12 07:32:55.639895,147399000,Pending
260,45,8,2020-08-08 17:38:08.347058,102838000,Sent
261,27,33,2021-10-27 23:44:26.681354,173708000,Pending
262,65,46,2021-09-28 23:18:09.156712,108413000,Pending
263,40,41,2024-06-27 08:25:33.799297,282256000,Sent
264,44,47,2020-03-29 04:12:18.136354,168995000,Pending
265,86,42,2023-05-07 02:54:13.583718,142716000,Pending
266,68,14,2021-03-16 18:47:15.835207,93938000,Pending
267,99,24,2021-04-28 22:30:44.695397,139072000,Pending
268,10,18,2022-04-30 11:57:11.143315,89534000,Pending
269,18,14,2021-03-19 06:57:21.027576,96160000,Sent
270,5,15,2022-10-13 17:25:25.147457,99462000,Sent
271,84,39,2021-12-12 20:00:07.470309,190987000,Sent
272,3,20,2020-08-18 10:31:34.076545,84612000,Pending
273,27,44,2024-03-17 16:23:04.048005,162315000,Sent
274,10,32,2024-05-15 12:07:57.676250,178375000,Sent
275,97,46,2021-09-12 21:47:02.346160,117672000,Sent
276,19,27,2023-02-02 04:50:12.876918,195155000,Pending
277,7,10,2020-11-13 18:07:48.132608,94203000,Sent
278,97,47,2020-04-17 05:12:02.827952,156921000,Pending
279,41,31,2020-04-28 16:55:21.322180,215668000,Sent
280,37,32,2024-05-17 07:10:18.517799,206436000,Pending
281,81,38,2024-02-28 13:27:28.846738,81333000,Sent
282,28,33,2021-11-01 07:09:09.296685,193458000,Pending
283,73,41,2024-06-10 14:39:36.294799,266340000,Pending
284,84,50,2020-09-19 10:21:22.924022,157656000,Sent
285,61,19,2021-01-08 11:24:09.601371,82159000,Pending
286,1,36,2022-04-04 16:57:47.128810,354478000,Sent
287,71,37,2022-02-20 10:25:47.571662,260682000,Sent
288,50,34,2021-12-29 22:48:13.479532,154391000,Pending
289,31,3,2022-07-24 13:52:37.583859,120985000,Pending
290,77,10,2020-11-14 09:43:03.498377,86821000,Sent
291,81,11,2023-04-19 09:25:11.786339,116526000,Sent
292,90,39,2021-12-10 13:05:00.084432,214944000,Pending
293,43,9,2021-05-01 16:55:55.267561,109891000,Sent
294,30,27,2023-01-24 12:12:35.772356,181012000,Pending
295,33,36,2022-03-31 23:09:16.070874,355180000,Pending
296,97,32,2024-05-24 06:06:07.070212,225245000,Pending
297,81,43,2020-12-29 15:28:26.671071,158092000,Pending
298,93,37,2022-02-09 23:47:20.276685,293439000,Pending
299,53,23,2021-01-23 08:48:59.749571,166173000,Pending
300,27,43,2020-12-27 13:10:49.150009,145386000,Pending
301,63,13,2020-07-17 21:46:38.789464,102646000,Pending
302,76,7,2020-03-01 11:01:16.040412,80859000,Sent
303,65,32,2024-05-26 08:41:45.666364,221596000,Pending
304,88,5,2020-09-25 05:20:40.222700,102938000,Sent
305,41,30,2024-01-07 06:18:40.948065,131765000,Sent
306,14,36,2022-03-29 12:53:45.357973,389041000,Sent
307,67,18,2022-04-19 15:06:40.865974,86063000,Sent
308,43,49,2021-01-31 11:20:30.312148,73569000,Pending
309,90,29,2024-06-23 10:13:12.948696,88093000,Sent
310,8,37,2022-02-08 09:19:55.925936,282085000,Sent
311,64,17,2024-05-18 18:53:17.066797,109803000,Sent
312,14,22,2024-02-06 20:07:33.049745,187815000,Sent
313,88,33,2021-10-15 03:05:24.969810,162499000,Sent
314,66,39,2021-12-01 03:06:52.389409,202216000,Pending
315,71,10,2020-11-23 13:35:44.877789,96649000,Pending
316,23,14,2021-03-14 16:49:47.798823,94461000,Pending
317,85,50,2020-10-04 08:09:43.579279,131384000,Pending
318,32,11,2023-04-24 02:49:59.162749,91831000,Pending
319,94,48,2020-09-03 19:00:28.742688,124095000,Pending
320,30,32,2024-05-12 02:23:11.338372,179767000,Pending
321,85,50,2020-10-04 19:54:21.348966,154865000,Sent
322,44,25,2022-01-22 07:18:11.475712,181527000,Sent
323,7,11,2023-04-24 02:12:52.173133,99714000,Sent
324,43,19,2020-12-30 07:54:34.924638,101776000,Pending
325,10,24,2021-03-31 04:36:54.462712,127741000,Sent
326,100,48,2020-09-23 05:37:07.667102,130784000,Sent
327,71,38,2024-02-25 22:18:19.638036,83785000,Sent
328,70,31,2020-05-16 15:46:06.434922,214662000,Pending
329,64,20,2020-08-18 06:07:58.279218,106430000,Pending
330,25,17,2024-05-03 07:00:45.284322,109065000,Pending
331,10,28,2024-05-29 07:58:05.959094,113433000,Pending
332,77,32,2024-05-20 14:55:23.050741,234166000,Sent
333,24,12,2020-02-23 05:06:18.299250,96017000,Sent
334,24,48,2020-09-18 09:04:54.197215,130631000,Sent
335,62,2,2024-07-24 04:27:34.125409,186054000,Pending
336,44,20,2020-08-12 01:43:45.955075,85160000,Sent
337,8,10,2020-10-31 09:19:00.078555,108812000,Sent
338,58,39,2021-12-12 15:58:12.587774,225960000,Pending
339,85,45,2023-07-16 03:07:26.160204,323873000,Sent
340,98,37,2022-02-05 06:11:17.444393,252068000,Sent
341,40,5,2020-09-02 03:04:51.575871,105795000,Pending
342,89,6,2021-06-15 10:24:57.135627,82090000,Pending
343,12,18,2022-04-24 11:29:46.940933,67388000,Pending
344,95,38,2024-03-12 12:25:29.707530,99339000,Pending
345,24,19,2021-01-06 12:13:21.760118,91963000,Pending
346,58,26,2023-12-18 17:28:00.274656,130652000,Pending
347,27,32,2024-05-17 20:56:25.978252,216151000,Pending
348,93,14,2021-04-06 10:24:18.441338,85673000,Pending
349,8,1,2021-10-29 01:55:42.439531,158261000,Sent
350,53,37,2022-02-09 11:33:34.217217,308881000,Pending
351,69,34,2021-12-28 14:53:06.398949,148878000,Pending
352,97,21,2024-03-02 08:13:14.576584,134619000,Pending
353,44,21,2024-03-14 21:04:41.754255,147748000,Pending
354,69,6,2021-06-09 10:20:28.434525,106654000,Pending
355,37,26,2023-12-03 12:27:12.968191,123344000,Sent
356,93,46,2021-09-13 08:23:53.319321,108288000,Pending
357,98,45,2023-07-21 05:26:41.152158,345822000,Sent
358,91,15,2022-10-08 00:34:47.442744,91836000,Pending
359,56,44,2024-03-24 05:42:41.562931,130035000,Sent
360,86,43,2021-01-06 14:02:04.733684,170594000,Pending
361,71,3,2022-07-25 17:28:41.523385,141322000,Pending
362,43,35,2020-03-06 08:55:25.628213,141150000,Pending
363,39,6,2021-06-17 00:10:04.308003,93590000,Pending
364,92,39,2021-12-02 06:20:41.153802,199383000,Sent
365,49,36,2022-04-17 02:25:47.377124,337063000,Pending
366,83,3,2022-08-12 11:41:31.961544,119185000,Pending
367,2,50,2020-09-26 00:22:06.663655,140980000,Pending
368,28,10,2020-11-23 21:12:28.473937,107564000,Pending
369,11,39,2021-12-16 01:07:30.193880,199754000,Sent
370,46,37,2022-02-27 01:32:44.698541,257746000,Sent
371,64,4,2022-06-28 21:09:03.577971,204973000,Sent
372,94,11,2023-04-08 06:48:58.351634,97595000,Sent
373,50,1,2021-11-21 21:22:55.855935,140848000,Sent
374,88,32,2024-05-22 15:23:14.525007,190828000,Pending
375,9,5,2020-09-23 06:02:29.082529,114314000,Pending
376,31,12,2020-03-05 06:48:49.679248,121548000,Pending
377,54,46,2021-09-18 11:16:45.538076,115200000,Pending
378,98,1,2021-11-22 17:43:40.597277,126503000,Sent
379,55,5,2020-09-24 18:16:21.706737,109365000,Sent
380,33,19,2021-01-04 18:43:05.827859,98480000,Pending
381,23,6,2021-06-03 17:55:22.406133,92865000,Pending
382,70,10,2020-10-30 17:09:52.791269,90362000,Sent
383,63,4,2022-07-18 13:36:06.418820,206684000,Sent
384,22,35,2020-03-24 11:35:14.367653,164710000,Sent
385,88,50,2020-10-01 23:23:08.297117,144911000,Pending
386,34,35,2020-02-29 18:48:55.476412,157666000,Pending
387,30,50,2020-09-08 09:09:00.413761,158174000,Pending
388,2,49,2021-02-16 19:58:42.288389,76948000,Sent
389,52,9,2021-05-17 05:10:09.560097,113345000,Pending
390,30,14,2021-03-24 10:23:17.064318,89403000,Pending
391,76,34,2022-01-06 02:47:52.190288,149809000,Pending
392,98,19,2020-12-25 05:13:10.503181,98471000,Pending
393,49,5,2020-09-05 23:21:06.741433,87458000,Sent
394,57,39,2021-12-01 18:11:36.571560,241543000,Sent
395,88,44,2024-03-11 12:18:30.428925,148023000,Sent
396,88,45,2023-07-27 16:37:54.092342,342652000,Sent
397,16,45,2023-07-15 15:38:41.703146,322625000,Pending
398,12,19,2020-12-22 03:30:33.363906,94831000,Sent
399,19,16,2022-11-15 07:35:42.848801,58967000,Sent
400,17,4,2022-07-14 12:16:27.350906,187746000,Sent
401,84,34,2022-01-05 00:33:19.658642,142949000,Pending
402,59,3,2022-08-13 11:10:27.261440,143622000,Pending
403,31,32,2024-05-01 13:13:51.863631,230790000,Sent
404,23,16,2022-12-04 18:44:43.225480,66589000,Sent
405,22,43,2020-12-25 12:23:06.953412,175333000,Sent
406,82,31,2020-04-28 03:26:52.303583,189571000,Pending
407,67,40,2023-05-30 18:27:36.778026,329322000,Sent
408,62,34,2022-01-16 05:27:18.222510,163689000,Sent
409,23,43,2020-12-13 23:46:36.548651,150520000,Pending
410,76,15,2022-10-04 02:33:24.481830,80687000,Sent
411,23,20,2020-08-03 14:08:33.902018,85068000,Pending
412,40,37,2022-02-12 07:50:19.041901,307178000,Pending
413,44,33,2021-10-17 12:38:42.008869,199304000,Pending
414,30,18,2022-04-19 08:06:38.210779,76744000,Sent
415,59,44,2024-03-28 19:05:02.138969,137945000,Sent
416,87,18,2022-05-05 06:37:04.202573,84301000,Sent
417,80,9,2021-04-28 16:42:37.007272,138599000,Pending
418,11,20,2020-08-22 12:12:15.482588,80930000,Pending
419,75,30,2024-01-07 12:36:40.435488,116234000,Pending
420,15,46,2021-09-26 02:00:16.793771,115283000,Sent
421,38,48,2020-09-10 01:59:01.456502,135261000,Sent
422,15,42,2023-05-10 21:50:55.166872,119853000,Pending
423,23,32,2024-05-18 04:28:46.588670,193383000,Sent
424,43,14,2021-04-03 21:14:34.294110,78196000,Sent
425,27,28,2024-05-29 17:48:24.466924,114151000,Sent
426,43,22,2024-02-03 21:58:03.727598,165164000,Sent
427,87,17,2024-05-19 20:37:42.635427,108312000,Sent
428,27,44,2024-03-27 23:23:44.644248,133959000,Sent
429,58,5,2020-09-08 14:45:44.863201,111944000,Pending
430,47,38,2024-02-18 22:51:34.746107,109382000,Pending
431,41,18,2022-05-07 01:38:18.392887,85793000,Pending
432,46,45,2023-08-04 11:22:46.705972,356691000,Sent
433,17,2,2024-07-07 16:24:50.093383,179830000,Pending
434,25,5,2020-09-19 01:19:40.668515,90519000,Pending
435,79,9,2021-05-03 17:20:19.306124,111011000,Pending
436,23,3,2022-08-14 16:36:18.169745,142780000,Sent
437,48,18,2022-04-22 04:29:06.236938,77487000,Pending
438,25,21,2024-02-22 05:01:27.372165,138751000,Pending
439,2,29,2024-06-22 11:33:26.704593,90600000,Pending
440,32,41,2024-06-13 00:30:53.792209,310767000,Pending
441,23,42,2023-05-12 04:35:31.079967,122776000,Pending
442,30,44,2024-03-27 16:05:55.519383,126756000,Pending
443,11,5,2020-09-05 07:40:33.032662,105972000,Pending
444,40,27,2023-02-03 12:14:39.389613,189390000,Sent
445,51,14,2021-03-16 04:40:01.949245,80921000,Pending
446,53,28,2024-05-29 00:27:49.036479,115022000,Sent
447,81,38,2024-03-01 18:59:54.932887,81954000,Pending
448,70,30,2023-12-30 09:41:31.419441,133641000,Pending
449,63,20,2020-08-04 11:12:10.335953,84919000,Sent
450,81,26,2023-12-13 18:09:21.990478,150964000,Sent
451,53,22,2024-02-18 05:23:58.024197,170963000,Pending
452,18,35,2020-02-27 20:32:36.395005,144767000,Pending
453,55,15,2022-10-24 13:59:24.186746,75768000,Pending
454,67,24,2021-04-24 09:08:41.789765,149411000,Sent
455,23,18,2022-05-05 03:44:54.779706,76608000,Pending
456,49,48,2020-09-15 12:25:33.464620,126611000,Sent
457,1,9,2021-05-21 22:19:34.487103,119910000,Pending
458,93,9,2021-05-01 11:15:19.513610,131574000,Sent
459,41,27,2023-01-31 11:37:29.044966,178776000,Sent
460,19,10,2020-11-14 17:11:14.257383,102778000,Pending
461,86,48,2020-09-18 21:10:27.479236,121909000,Pending
462,86,37,2022-02-08 05:19:41.780713,261849000,Sent
463,40,34,2022-01-20 03:47:12.511985,166657000,Pending
464,12,29,2024-06-28 09:19:58.544006,90999000,Pending
